source,alert_id,title,date,category,mapped_tp_ids,url,severity,summary
sec,sec-0051,"SEC Litigation: Christopher Flagg; Daquan Lloyd; Travis Treusch

Release No.
LR-26545


See Also: 


Final Judgment - Flagg

, 

Final Judgment - Lloyd

, 

Final Judgment - Treusch","April 30, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26545,high,SEC Enforcement Action / Litigation Release
sec,sec-0052,"SEC Litigation: Anthony Joseph Cataldo

Release No.
LR-26544


See Also: 

SEC Complaint","April 29, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26544,high,SEC Enforcement Action / Litigation Release
sec,sec-0053,"SEC Litigation: Alvin Christopher Jones, Esq.

Release No.
LR-26543


See Also: 


Order and Final Judgment","April 29, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26543,high,SEC Enforcement Action / Litigation Release
sec,sec-0054,"SEC Litigation: Jai Sondhi

Release No.
LR-26542


See Also: 

SEC Complaint","April 29, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26542,high,SEC Enforcement Action / Litigation Release
sec,sec-0055,"SEC Litigation: RYVYL, Inc.; Fredi Nisan; Benzion Errez



Release No.
LR-26541 


See Also: 


SEC Complaint","April 28, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26541,high,SEC Enforcement Action / Litigation Release
sec,sec-0056,"SEC Litigation: Terrence Chalk

Release No.
LR-26540


See Also: 


SEC Complaint","April 27, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26540,high,SEC Enforcement Action / Litigation Release
sec,sec-0057,"SEC Litigation: John Fernandez, Avail Progression, LLC, and Elite Generators, LLC

Release No.
LR-26539


See Also: 


SEC Complaint

, 

Final Judgment","April 24, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26539,high,SEC Enforcement Action / Litigation Release
sec,sec-0058,"SEC Litigation: Jay S. Lucas and Lucas Brand Equity, LLC

Release No.
LR-26538


See Also: 


SEC Complaint","April 24, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26538,high,SEC Enforcement Action / Litigation Release
sec,sec-0059,"SEC Litigation: Clarice Saw

Release No.
LR-26537


See Also: 


Final Judgment","April 23, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26537,high,SEC Enforcement Action / Litigation Release
sec,sec-0060,"SEC Litigation: AI Investment Education Foundation Ltd.

Release No.
LR-26536


See Also: 


Final Judgment by Default","April 23, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26536,high,SEC Enforcement Action / Litigation Release
sec,sec-0061,"SEC Litigation: Supreme Power Capital Management Ltd.

Release No.
LR-26535 


See Also: 


Default Judgment","April 23, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26535,high,SEC Enforcement Action / Litigation Release
sec,sec-0062,"SEC Litigation: Voyager Pacific Capital Management, LLC; Roger David Hardcastle; John Giarmarco; Vanessa Lung Medlock; and Relief Defendants Adagio SPE LLC; Andante SPE LLC; Brighton Cove LLC; Cayucos Dream, LLC; GSD Equities, LLC; HGM Holdings LLC; ","April 21, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26534,high,SEC Enforcement Action / Litigation Release
sec,sec-0063,"SEC Litigation: Rakesh Ahuja

Release No.
LR-26533


See Also: 

SEC Complaint","April 21, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26533,high,SEC Enforcement Action / Litigation Release
sec,sec-0064,"SEC Litigation: Harsh V. Patel

Release No.
LR-26532


See Also: 


SEC Complaint","April 20, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26532,high,SEC Enforcement Action / Litigation Release
sec,sec-0065,"SEC Litigation: Kevin N. Richards

Release No.
LR-26531","April 17, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26531,high,SEC Enforcement Action / Litigation Release
sec,sec-0066,"SEC Litigation: Donald G. Basile, GIBF GP, Inc, and Monsoon Blockchain Corporation

Release No.
LR-26530


See Also: 


SEC Complaint","April 17, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26530,high,SEC Enforcement Action / Litigation Release
sec,sec-0067,"SEC Litigation: Sudheesh Nambiar

Release No.
LR-26529


See Also: 

SEC Complaint","April 17, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26529,high,SEC Enforcement Action / Litigation Release
sec,sec-0068,"SEC Litigation: Spartan Trading Company, LLC; Estate of Richard Myre; and Estate of Dale Dahmen

Release No.
LR-26528


See Also: 


Amended Judgment - Spartan Trading Company, LLC

, 

Final Judgment - Estate of Richard Myre

, 

Judgment - Estate o","April 15, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26528,high,SEC Enforcement Action / Litigation Release
sec,sec-0069,"SEC Litigation: Peter R. Quartararo

Release No.
LR-26527


See Also: 


Final Judgment","April 15, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26527,high,SEC Enforcement Action / Litigation Release
sec,sec-0070,"SEC Litigation: Christopher Joseph Bongiorno and Jason Allan Arthur

Release No.
LR-26526


See Also: 


Final Judgment - Bongiorno

, 

Opinion Granting Summary Judgment - Bongiorno

, 

Final Judgment - Arthur","April 10, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26526,high,SEC Enforcement Action / Litigation Release
sec,sec-0071,"SEC Litigation: Backswing Ventures GP LLC and Kyle James Asman

Release No.
LR-26525


See Also: 


SEC Complaint","April 9, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26525,high,SEC Enforcement Action / Litigation Release
sec,sec-0072,"SEC Litigation: Geoffrey Allen Wall

Release No.
LR-26524


See Also: 

SEC Complaint

, 
Final Judgment - Geoffrey Allen Wall","April 9, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26524,high,SEC Enforcement Action / Litigation Release
sec,sec-0073,"SEC Litigation: Mark D. Anderson; BBFY USA, Inc.; and Captain Drake, LLC

Release No.
LR-26523


See Also: 


SEC Complaint","April 8, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26523,high,SEC Enforcement Action / Litigation Release
sec,sec-0074,"SEC Litigation: Gianoplus Consortia LLC; Michael Peter Gianoplus; Traci Leigh Bransford-Marquis

Release No.
LR-26522


See Also: 


SEC Complaint","April 8, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26522,high,SEC Enforcement Action / Litigation Release
sec,sec-0075,"SEC Litigation: Jeffrey Higgins

Release No.
LR-26521


See Also: 


SEC Complaint","April 6, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26521,high,SEC Enforcement Action / Litigation Release
sec,sec-0076,"SEC Litigation: Vincent J. Camarda, James E. McArthur, and A.G. Morgan Financial Advisors, LLC

Release No.
LR-26520


See Also: 


SEC Complaint","April 3, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26520,high,SEC Enforcement Action / Litigation Release
sec,sec-0077,"SEC Litigation: The Estate of John R. Brodacki, III and Castle Hill Financial Group, LLC

Release No.
LR-26519


See Also: 


SEC Complaint","April 2, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26519,high,SEC Enforcement Action / Litigation Release
sec,sec-0078,"SEC Litigation: Michael Smith and Douglas Joshua Dalton

Release No.
LR-26518


See Also: 


SEC Complaint","April 1, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26518,high,SEC Enforcement Action / Litigation Release
sec,sec-0079,"SEC Litigation: Jon G. Fullenkamp and Scott R. Sand

Release No.
LR-26517


See Also: 


SEC Complaint","March 31, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26517,high,SEC Enforcement Action / Litigation Release
sec,sec-0080,"SEC Litigation: Brent David Willis

Release No.
LR-26516


See Also: 


Final Judgment","March 31, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26516,high,SEC Enforcement Action / Litigation Release
sec,sec-0081,"SEC Litigation: Eliseo Prisno and P/E Capital Investment Management Partners

Release No.
LR-26515


See Also: 


Final Judgment - Eliseo Jojo Prisno

, 

Final Judgment - P/E Capital Investment Management Partners","March 31, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26515,high,SEC Enforcement Action / Litigation Release
sec,sec-0082,"SEC Litigation: Brent Cranmer and Daniel McCormick

Release No.
LR-26514


See Also: 


Final Judgment - Brent Cranmer

, 

Final Judgment - Daniel McCormick","March 30, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26514,high,SEC Enforcement Action / Litigation Release
sec,sec-0083,"SEC Litigation: Ronald Smith

Release No.
LR-26513


See Also: 


SEC Complaint","March 30, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26513,high,SEC Enforcement Action / Litigation Release
sec,sec-0084,"SEC Litigation: Titanium Capital LLC; Henry Abdo

Release No.
LR-26512


See Also: 


SEC Complaint

, 

Final Judgment - Henry Abdo

, 

Final Judgment - Titanium Capital LLC

, 

Order Granting SEC's Motion for Summary Judgment as to Henry Abdo","March 30, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26512,high,SEC Enforcement Action / Litigation Release
sec,sec-0085,"SEC Litigation: John Olsen; ARCPE 1, LLC; ARCPE Holding, LLC; Gemini 1, LLC; Tamiwest, LLC; Harbor Realty Investment Corp.; and Sunset Harbor Holdings, LLC

Release No.
LR-26511


See Also: 


Application for Order to Compel Compliance with Administr","March 27, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26511,high,SEC Enforcement Action / Litigation Release
sec,sec-0086,"SEC Litigation: FAT Brands, Inc. , Andrew Wiederhorn, Ron Roe, Rebecca Hershinger

Release No.
LR-26510


See Also: 


Joint Stipulation to Dismiss and Releases","March 27, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26510,high,SEC Enforcement Action / Litigation Release
sec,sec-0087,"SEC Litigation: Benjamin Taylor and Darina Windsor

Release No.
LR-26509


See Also: 


SEC Complaint","March 27, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26509,high,SEC Enforcement Action / Litigation Release
sec,sec-0088,"SEC Litigation: Commonwealth Equity Services, LLC d/b/a Commonwealth Financial Network

Release No.
LR-26508


See Also: 


Final Judgment","March 27, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26508,high,SEC Enforcement Action / Litigation Release
sec,sec-0089,"SEC Litigation: Krish Kumar

Release No.
LR-26507


See Also: 


SEC Complaint","March 27, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26507,high,SEC Enforcement Action / Litigation Release
sec,sec-0090,"SEC Litigation: Ozy Media, Inc.

Release No.
LR-26506


See Also: 

SEC Complaint

, 
Final Judgment - Samir Rao

, 
Final Judgment - Suzee Han","March 24, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26506,high,SEC Enforcement Action / Litigation Release
sec,sec-0091,"SEC Litigation: Stuart Frost

Release No.
LR-26505


See Also: 


SEC Complaint","March 24, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26505,high,SEC Enforcement Action / Litigation Release
sec,sec-0092,"SEC Litigation: Kevan Sadigh

Release No.
LR-26504


See Also: 


Final Judgment","March 23, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26504,high,SEC Enforcement Action / Litigation Release
sec,sec-0093,"SEC Litigation: Kenneth A. Welsh

Release No.
LR-26503


See Also: 


Final Judgment","March 18, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26503,high,SEC Enforcement Action / Litigation Release
sec,sec-0094,"SEC Litigation: J. Bernard Rice

Release No.
LR- 26502


See Also: 


Final Judgment","March 17, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26502,high,SEC Enforcement Action / Litigation Release
sec,sec-0095,"SEC Litigation: Paul W. Jorgensen

Release No.
LR-26501


See Also: 


SEC Complaint","March 17, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26501,high,SEC Enforcement Action / Litigation Release
sec,sec-0096,"SEC Litigation: Bin Hao and Qidian LLC

Release No.
LR-26500


See Also: 


Final Judgment - Bin Hao","March 17, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26500,high,SEC Enforcement Action / Litigation Release
sec,sec-0097,"SEC Litigation: Nader Al-Naji, Buse Desticioğlu Al-Naji, Joumana Bahouth Al-Naji, Intangible Holdings, LLC, Firestorm Media, LLC, Viridian City, LLC, and DeSo Foundation

Release No.
LR-26499


See Also: 


Joint Stipulation of Dismissal","March 12, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26499,high,SEC Enforcement Action / Litigation Release
sec,sec-0098,"SEC Litigation: Randall J. Miller; Chad J. Miller; Jeffrey De Laveaga; Jeffrey Puzzullo

Release No.
LR-26498


See Also: 


Final Judgment - Jeffrey Puzzullo

, 

Final Judgment - Jeffrey De Laveaga

, 

Final Judgment - Chad J. Miller

, 

Final Ju","March 9, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26498,high,SEC Enforcement Action / Litigation Release
sec,sec-0099,"SEC Litigation: Matthew J. Werthe, dba HSR Wealth Management

Release No.
LR-26497


See Also: 


Final Judgment

, 

Order Granting Motion for Monetary Relief","March 6, 2026",Litigation Release,TP-0031,https://www.sec.gov/enforcement-litigation/litigation-releases/lr-26497,high,SEC Enforcement Action / Litigation Release
fincen,fincen-0000,FinCEN Advisory FIN-2026-A002,06/05/2026,Advisory,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2026-a002,high,Joint Advisory on Non-Work Authorized Populations and Their Employers and Risks to the Integrity of the U.S. Financial System
fincen,fincen-0001,FinCEN Advisory FIN-2026-A001,03/30/2026,Advisory,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2026-a001,high,"FinCEN Advisory on Health Care Fraud Schemes Targeting Medicare, Medicaid, and Other Federal and State Health Care Benefit Programs"
fincen,fincen-0002,Aviso de FinCEN FIN-2025-A003,01/13/2026,money-laundering,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/aviso-de-fincen-fin-2025-a003,high,Aviso de FinCEN: Uso de Redes Chinas de Lavado de Dinero por Organizaciones Criminales Transnacionales con Base en México para Lavar Ganancias Ilícitas
fincen,fincen-0003,FinCEN Advisory FIN-2025-A003,08/28/2025,money-laundering,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2025-a003,high,FinCEN Advisory on the Use of Chinese Money Laundering Networks by Mexico-Based Transnational Criminal Organizations to Launder Illicit Proceeds
fincen,fincen-0004,FinCEN Advisory FIN-2025-A002,06/06/2025,sanctions-evasion,TP-0044|TP-0045,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2025-a002,high,"FinCEN Advisory on the Iranian Regime’s Illicit Oil  Smuggling Activities, Shadow Banking Networks, and  Weapons Procurement Efforts"
fincen,fincen-0005,FinCEN Advisory FIN-2025-A001,04/01/2025,terrorism-financing,TP-0055,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2025-a001,high,FinCEN Advisory on the Financing of the Islamic State of Iraq and Syria (ISIS) and its Global Affiliates
fincen,fincen-0006,FinCEN Advisory FIN-2024-A002,06/20/2024,synthetic-identity,TP-0012|TP-0034,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2024-a002,high,Supplemental Advisory on the Procurement of Precursor Chemicals and Manufacturing Equipment Used for the Synthesis of Illicit Fentanyl and Other Synthetic Opioids
fincen,fincen-0007,FinCEN Advisory FIN-2024-A001,05/08/2024,terrorism-financing,TP-0055,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2024-a001,high,Advisory to Counter the Financing of Iran-Backed Terrorist Organizations
fincen,fincen-0008,FinCEN Advisory FIN-2022-A002,06/15/2022,elder-fraud,TP-0027,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2022-a002,high,Advisory on Elder Financial Exploitation
fincen,fincen-0009,FinCEN Advisory FIN-2022-A001,04/14/2022,corruption,TP-0044,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2022-a001,high,Advisory on Kleptocracy and Foreign Public Corruption
fincen,fincen-0010,FinCEN Advisory FIN-2021-A004,11/08/2021,ransomware,TP-0020,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2021-a004,high,Advisory on Ransomware and the Use of the Financial System to Facilitate Ransom Payments
fincen,fincen-0011,FinCEN Advisory FIN-2021-A003,03/11/2021,money-laundering,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2021-a003,high,Advisory on the Financial Action Task Force-Identified Jurisdictions with Anti-Money Laundering and Combating the Financing of Terrorism and Counter-Proliferation Deficiencies
fincen,fincen-0012,FinCEN Advisory FIN-2021-A002,02/24/2021,Advisory,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2021-a002,high,Advisory on Financial Crimes Targeting COVID-19 Economic Impact Payments
fincen,fincen-0013,FinCEN Advisory FIN-2021-A001,02/02/2021,Advisory,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2021-a001,high,Advisory on COVID-19 Health Insurance- and Health Care-Related Fraud
fincen,fincen-0014,FinCEN Advisory FIN-2020-A009,11/06/2020,money-laundering,TP-0001|TP-0003,https://www.fincen.gov/resources/advisories/fincen-advisory-fin-2020-a009,high,"Advisory on the Financial Action Task Force-Identified Jurisdictions with Anti-Money Laundering, Combating the Financing of Terrorism, and Proliferation Deficiencies"
fbi_ic3,ic3-0000,2026 Minimum Elements for a Software Bill of Materials (SBOM),"Wed, 29 Jul 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260729.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0001,CI Fortify - Advice for isolating vital systems,"Tue, 28 Jul 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260728.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0002,Russian State-Supported Cyber Actors Conduct Phishing Campaign Targeting Users of Zimbra Collaboration Suite,"Thu, 23 Jul 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260723.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0003,Iranian-Affiliated Cyber Actors Exploit Programmable Logic Controllers Across US Critical Infrastructure,"Wed, 22 Jul 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260722.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0004,Improve Router Hygiene to Protect Against Russian State-Sponsored Targeting,"Mon, 13 Jul 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260713.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0005,Cyber Criminal Group TeamPCP,"Thu, 02 Jul 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260702.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0006,Safeguarding Our Secrets,"Wed, 03 Jun 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260603.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0007,CISA and Partners Urge Hardening Automatic Tank Gauge Systems,"Tue, 02 Jun 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260602.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0008,Silent Ransom Group Impersonating IT Personnel through Social Engineering,"Tue, 26 May 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260526.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0009,"""First VPN Service"" Used by Ransomware Actors to Compromise Systems","Thu, 21 May 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260521.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0010,Adapting Zero Trust Principles to Operational Technology,"Wed, 29 Apr 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260429.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0011,Defending Against China-nexus Covert Networks of Compromised Devices,"Thu, 23 Apr 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260423.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0013,Government of Iran Cyber Actors Deploy Telegram C2 to Push Malware to Identified Targets,"Fri, 20 Mar 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260320.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0014,AVrecon Malware-Infected Routers Exploited as Residential Proxies by SocksEscort,"Thu, 12 Mar 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260312.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0015,Increase in Malware Enabled ATM Jackpotting Incidents Across United States,"Thu, 19 Feb 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260219.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0016,Reducing the Attack Surface for End-of-Support Edge Devices,"Thu, 05 Feb 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260205.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0017,Secure connectivity principles for Operational Technology (OT),"Wed, 14 Jan 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260114.pdf,high,FBI IC3 Notification
fbi_ic3,ic3-0018,North Korean Kimsuky Actors Leverage Malicious QR Codes in Spearphishing Campaigns Targeting U.S. Entities,"Thu, 08 Jan 2026",Industry Alert,TP-0001|TP-0002|TP-0012|TP-0067,https://www.ic3.gov/CSA/2026/260108.pdf,high,FBI IC3 Notification
